WeekStartDate,Category,CustomerPerCategory,Quantity
2011-07-18,12,17869083.0,237
2011-07-18,13,37365637.0,1767
2011-07-25,-1,694401564.0,27826
2011-07-25,0,1048645162.0,52145
2011-07-25,1,120939222.0,5899
2011-07-25,2,6718824.0,28
2011-07-25,3,49230717.0,2638
2011-07-25,4,97807128.0,2110
2011-07-25,5,35901082.0,2028
2011-07-25,6,51728188.0,2542
2011-07-25,7,20553524.0,475
2011-07-25,8,28553737.0,970
2011-07-25,9,69463563.0,1648
2011-07-25,10,43890324.0,3921
2011-07-25,11,24738386.0,2125
2011-07-25,12,17869083.0,225
2011-07-25,13,37365637.0,2005
2011-08-01,-1,694401564.0,23251
2011-08-01,0,1048645162.0,49653
2011-08-01,1,120939222.0,8032
2011-08-01,2,6718824.0,1083
2011-08-01,3,49230717.0,3942
2011-08-01,4,97807128.0,2442
2011-08-01,5,35901082.0,1587
2011-08-01,6,51728188.0,2215
2011-08-01,7,20553524.0,412
2011-08-01,8,28553737.0,573
2011-08-01,9,69463563.0,1790
2011-08-01,10,43890324.0,3568
2011-08-01,11,24738386.0,2459
2011-08-01,12,17869083.0,333
2011-08-01,13,37365637.0,1697
2011-08-08,-1,694401564.0,19220
2011-08-08,0,1048645162.0,50191
2011-08-08,1,120939222.0,8568
2011-08-08,2,6718824.0,45
2011-08-08,3,49230717.0,1579
2011-08-08,4,97807128.0,5039
2011-08-08,5,35901082.0,2851
2011-08-08,6,51728188.0,2114
2011-08-08,7,20553524.0,263
2011-08-08,8,28553737.0,650
2011-08-08,9,69463563.0,2351
2011-08-08,10,43890324.0,2455
2011-08-08,11,24738386.0,1806
2011-08-08,12,17869083.0,141
2011-08-08,13,37365637.0,1740
2011-08-15,-1,694401564.0,20799
2011-08-15,0,1048645162.0,49113
2011-08-15,1,120939222.0,6792
2011-08-15,2,6718824.0,228
2011-08-15,3,49230717.0,1808
2011-08-15,4,97807128.0,4112
2011-08-15,5,35901082.0,1200
2011-08-15,6,51728188.0,5119
2011-08-15,7,20553524.0,544
2011-08-15,8,28553737.0,863
2011-08-15,9,69463563.0,2851
2011-08-15,10,43890324.0,2661
2011-08-15,11,24738386.0,2165
2011-08-15,12,17869083.0,243
2011-08-15,13,37365637.0,1442
2011-08-22,-1,694401564.0,23131
2011-08-22,0,1048645162.0,47833
2011-08-22,1,120939222.0,7344
2011-08-22,2,6718824.0,140
2011-08-22,3,49230717.0,2901
2011-08-22,4,97807128.0,3362
2011-08-22,5,35901082.0,2045
2011-08-22,6,51728188.0,1576
2011-08-22,7,20553524.0,449
2011-08-22,8,28553737.0,1358
2011-08-22,9,69463563.0,2054
2011-08-22,10,43890324.0,2052
2011-08-22,11,24738386.0,2344
2011-08-22,12,17869083.0,225
2011-08-22,13,37365637.0,1301
2011-08-29,-1,694401564.0,20718
2011-08-29,0,1048645162.0,34340
2011-08-29,1,120939222.0,8419
2011-08-29,2,6718824.0,82
2011-08-29,3,49230717.0,2454
2011-08-29,4,97807128.0,2052
2011-08-29,5,35901082.0,911
2011-08-29,6,51728188.0,2743
2011-08-29,7,20553524.0,494
2011-08-29,8,28553737.0,964
2011-08-29,9,69463563.0,1403
2011-08-29,10,43890324.0,1743
2011-08-29,11,24738386.0,2464
2011-08-29,12,17869083.0,212
2011-08-29,13,37365637.0,892
2011-09-05,-1,694401564.0,26155
2011-09-05,0,1048645162.0,49402
2011-09-05,1,120939222.0,7290
2011-09-05,2,6718824.0,84
2011-09-05,3,49230717.0,4887
2011-09-05,4,97807128.0,1973
2011-09-05,5,35901082.0,1793
2011-09-05,6,51728188.0,2743
2011-09-05,7,20553524.0,664
2011-09-05,8,28553737.0,936
2011-09-05,9,69463563.0,6230
2011-09-05,10,43890324.0,4447
2011-09-05,11,24738386.0,2172
2011-09-05,12,17869083.0,94
2011-09-05,13,37365637.0,1435
2011-09-12,-1,694401564.0,34279
2011-09-12,0,1048645162.0,52037
2011-09-12,1,120939222.0,7903
2011-09-12,2,6718824.0,80
2011-09-12,3,49230717.0,7218
2011-09-12,4,97807128.0,2675
2011-09-12,5,35901082.0,1236
2011-09-12,6,51728188.0,3176
2011-09-12,7,20553524.0,849
2011-09-12,8,28553737.0,1196
2011-09-12,9,69463563.0,3104
2011-09-12,10,43890324.0,3388
2011-09-12,11,24738386.0,2837
2011-09-12,12,17869083.0,498
2011-09-12,13,37365637.0,1446
2011-09-19,-1,694401564.0,43074
2011-09-19,0,1048645162.0,75864
2011-09-19,1,120939222.0,10969
2011-09-19,2,6718824.0,202
2011-09-19,3,49230717.0,3712
2011-09-19,4,97807128.0,6127
2011-09-19,5,35901082.0,1821
2011-09-19,6,51728188.0,8593
2011-09-19,7,20553524.0,917
2011-09-19,8,28553737.0,2275
2011-09-19,9,69463563.0,5643
2011-09-19,10,43890324.0,3540
2011-09-19,11,24738386.0,4493
2011-09-19,12,17869083.0,433
2011-09-19,13,37365637.0,2074
2011-09-26,-1,694401564.0,29262
2011-09-26,0,1048645162.0,54380
2011-09-26,1,120939222.0,8698
2011-09-26,2,6718824.0,315
2011-09-26,3,49230717.0,4639
2011-09-26,4,97807128.0,3879
2011-09-26,5,35901082.0,1200
2011-09-26,6,51728188.0,2429
2011-09-26,7,20553524.0,835
2011-09-26,8,28553737.0,1045
2011-09-26,9,69463563.0,2801
2011-09-26,10,43890324.0,4822
2011-09-26,11,24738386.0,5060
2011-09-26,12,17869083.0,191
2011-09-26,13,37365637.0,1417
2011-10-03,-1,694401564.0,38497
2011-10-03,0,1048645162.0,75998
2011-10-03,1,120939222.0,10180
2011-10-03,2,6718824.0,73
2011-10-03,3,49230717.0,6484
2011-10-03,4,97807128.0,10322
2011-10-03,5,35901082.0,1865
2011-10-03,6,51728188.0,4023
2011-10-03,7,20553524.0,949
2011-10-03,8,28553737.0,945
2011-10-03,9,69463563.0,3596
2011-10-03,10,43890324.0,6140
2011-10-03,11,24738386.0,6670
2011-10-03,12,17869083.0,5271
2011-10-03,13,37365637.0,1493
2011-10-10,-1,694401564.0,29290
2011-10-10,0,1048645162.0,50337
2011-10-10,1,120939222.0,9954
2011-10-10,2,6718824.0,168
2011-10-10,3,49230717.0,5591
2011-10-10,4,97807128.0,5030
2011-10-10,5,35901082.0,1557
2011-10-10,6,51728188.0,2260
2011-10-10,7,20553524.0,828
2011-10-10,8,28553737.0,988
2011-10-10,9,69463563.0,2002
2011-10-10,10,43890324.0,4310
2011-10-10,11,24738386.0,3198
2011-10-10,12,17869083.0,784
2011-10-10,13,37365637.0,1726
2011-10-17,-1,694401564.0,35948
2011-10-17,0,1048645162.0,69114
2011-10-17,1,120939222.0,10534
2011-10-17,2,6718824.0,651
2011-10-17,3,49230717.0,4420
2011-10-17,4,97807128.0,8155
2011-10-17,5,35901082.0,2066
2011-10-17,6,51728188.0,3388
2011-10-17,7,20553524.0,695
2011-10-17,8,28553737.0,1217
2011-10-17,9,69463563.0,2193
2011-10-17,10,43890324.0,5705
2011-10-17,11,24738386.0,4218
2011-10-17,12,17869083.0,3044
2011-10-17,13,37365637.0,1422
2011-10-24,-1,694401564.0,33607
2011-10-24,0,1048645162.0,62249
2011-10-24,1,120939222.0,21798
2011-10-24,2,6718824.0,142
2011-10-24,3,49230717.0,6549
2011-10-24,4,97807128.0,3886
2011-10-24,5,35901082.0,5029
2011-10-24,6,51728188.0,2784
2011-10-24,7,20553524.0,529
2011-10-24,8,28553737.0,1133
2011-10-24,9,69463563.0,3455
2011-10-24,10,43890324.0,4031
2011-10-24,11,24738386.0,4139
2011-10-24,12,17869083.0,1009
2011-10-24,13,37365637.0,1456
2011-10-31,-1,694401564.0,37323
2011-10-31,0,1048645162.0,73458
2011-10-31,1,120939222.0,15707
2011-10-31,2,6718824.0,126
2011-10-31,3,49230717.0,5722
2011-10-31,4,97807128.0,3321
2011-10-31,5,35901082.0,1903
2011-10-31,6,51728188.0,4177
2011-10-31,7,20553524.0,872
2011-10-31,8,28553737.0,2070
2011-10-31,9,69463563.0,2855
2011-10-31,10,43890324.0,4392
2011-10-31,11,24738386.0,4367
2011-10-31,12,17869083.0,1915
2011-10-31,13,37365637.0,1615
2011-11-07,-1,694401564.0,44742
2011-11-07,0,1048645162.0,82377
2011-11-07,1,120939222.0,18330
2011-11-07,2,6718824.0,398
2011-11-07,3,49230717.0,4311
2011-11-07,4,97807128.0,5039
2011-11-07,5,35901082.0,1986
2011-11-07,6,51728188.0,5326
2011-11-07,7,20553524.0,1047
2011-11-07,8,28553737.0,2322
2011-11-07,9,69463563.0,2290
2011-11-07,10,43890324.0,6783
2011-11-07,11,24738386.0,5325
2011-11-07,12,17869083.0,1349
2011-11-07,13,37365637.0,1414
2011-11-14,-1,694401564.0,46941
2011-11-14,0,1048645162.0,81063
2011-11-14,1,120939222.0,22464
2011-11-14,2,6718824.0,409
2011-11-14,3,49230717.0,7618
2011-11-14,4,97807128.0,4401
2011-11-14,5,35901082.0,2014
2011-11-14,6,51728188.0,3545
2011-11-14,7,20553524.0,1431
2011-11-14,8,28553737.0,1649
2011-11-14,9,69463563.0,2527
2011-11-14,10,43890324.0,6395
2011-11-14,11,24738386.0,3887
2011-11-14,12,17869083.0,1133
2011-11-14,13,37365637.0,1274
2011-11-21,-1,694401564.0,37302
2011-11-21,0,1048645162.0,79348
2011-11-21,1,120939222.0,19007
2011-11-21,2,6718824.0,168
2011-11-21,3,49230717.0,4714
2011-11-21,4,97807128.0,6009
2011-11-21,5,35901082.0,1760
2011-11-21,6,51728188.0,2340
2011-11-21,7,20553524.0,707
2011-11-21,8,28553737.0,1737
2011-11-21,9,69463563.0,2514
2011-11-21,10,43890324.0,6286
2011-11-21,11,24738386.0,3680
2011-11-21,12,17869083.0,1339
2011-11-21,13,37365637.0,2011
2011-11-28,-1,694401564.0,21031
2011-11-28,0,1048645162.0,36576
2011-11-28,1,120939222.0,10886
2011-11-28,2,6718824.0,99
2011-11-28,3,49230717.0,2725
2011-11-28,4,97807128.0,1920
2011-11-28,5,35901082.0,1350
2011-11-28,6,51728188.0,1237
2011-11-28,7,20553524.0,648
2011-11-28,8,28553737.0,986
2011-11-28,9,69463563.0,3786
2011-11-28,10,43890324.0,2865
2011-11-28,11,24738386.0,1861
2011-11-28,12,17869083.0,1694
2011-11-28,13,37365637.0,1147
